p_id,title,rate,tags,address,url
465,대왕해물문어보쌈 울산삼산점,3.9,"해물,생선",울산 남구 번영로124번길 23 1층 (우)44718,https://place.map.kakao.com/27416265
466,청담이상 울산달동점,2.2,일본식주점,울산 남구 삼산로254번길 5 1층 (우)44718,https://place.map.kakao.com/496541690
467,방어진활어센터,3.3,회,울산 동구 중진2길 5 (우)44110,https://place.map.kakao.com/25666244
468,태양칼국수,3.4,국수,울산 중구 함월14길 54 1층 (우)44422,https://place.map.kakao.com/1283740286
469,카몬시카페,4.5,카페,울산 북구 용바위2길 45 (우)44235,https://place.map.kakao.com/1795514269
470,생선구이생생,4.3,"해물,생선",울산 남구 삼산중로 54 1층 (우)44719,https://place.map.kakao.com/2090833364
471,74족발 울산본점,5.0,"족발,보쌈",울산 남구 돋질로 324 (우)44713,https://place.map.kakao.com/26834693
472,명장스시,4.3,"초밥,롤",울산 중구 중앙시장1길 7 1층 (우)44531,https://place.map.kakao.com/1086317267
473,ppl,4.3,카페,울산 남구 중앙로204번길 9 1층 (우)44690,https://place.map.kakao.com/1146339904
474,해월당 울산본점,3.9,카페,울산 울주군 상북면 등억알프스로 245 (우)44952,https://place.map.kakao.com/1432751727
475,강동회수산,4.2,회,울산 북구 명촌7길 32 (우)44254,https://place.map.kakao.com/24149059
476,225토마토스트릿,4.4,양식,울산 중구 신기1길 59 1층 (우)44456,https://place.map.kakao.com/26412696
477,숙달돼지 울산삼산점,3.3,삼겹살,울산 남구 달삼로 46 1층 (우)44721,https://place.map.kakao.com/484790501
478,언양한우불고기,3.8,"불고기,두루치기","울산 울주군 언양읍 헌양길 87-3 1,2층 (우)44946",https://place.map.kakao.com/9874405
479,라이짜,2.7,중국요리,"울산 남구 삼산로 107 2,3층 (우)44693",https://place.map.kakao.com/633575033
480,보쌈집 울산본점,3.6,"족발,보쌈",울산 남구 왕생로 29 1층 (우)44718,https://place.map.kakao.com/8332441
481,가마솥뼈다귀해장국,3.6,해장국,울산 울주군 삼남읍 동향교3길 6-5 1층 (우)44950,https://place.map.kakao.com/8732142
482,산주막,3.6,술집,울산 남구 달삼로 18 (우)44721,https://place.map.kakao.com/11499948
483,맷차 울산점,3.4,카페,울산 남구 돋질로302번길 27 (우)44705,https://place.map.kakao.com/1327742464
484,싱귤러커피,3.4,커피전문점,울산 남구 대학로1번길 3-35 1층 (우)44619,https://place.map.kakao.com/264246837
485,정안정 삼산점,4.9,갈비,울산 남구 돋질로 434 (우)44712,https://place.map.kakao.com/471666130
486,나사리식당,3.3,국수,울산 울주군 서생면 나사해안길 15 1~2층 (우)45015,https://place.map.kakao.com/652310900
487,일품장어,4.1,장어,울산 울주군 범서읍 점촌6길 19-5 1층 (우)44925,https://place.map.kakao.com/1665007540
488,제1능이버섯,4.7,한식,울산 남구 남중로108번길 33 (우)44711,https://place.map.kakao.com/25733519
489,달동쭈꾸미,2.5,"해물,생선",울산 남구 삼산로 141 (우)44694,https://place.map.kakao.com/520357431
490,제주집,5.0,회,울산 남구 돋질로446번길 20 (우)44712,https://place.map.kakao.com/1011216219
491,마당,3.4,테마카페,울산 남구 돋질로306번길 30 1층 (우)44705,https://place.map.kakao.com/1829169710
492,시그너스커피바,4.6,커피전문점,울산 남구 번영로 119 1층 103호 (우)44726,https://place.map.kakao.com/1708443807
493,러프로스터스,4.5,카페,울산 중구 태화로 263 한라궁전맨션아파트상가 2층 (우)44455,https://place.map.kakao.com/1695403195
494,유정호선장집,3.6,"게,대게",울산 북구 정자1길 19 (우)44233,https://place.map.kakao.com/15610455
495,아웃백스테이크하우스 울산삼산점,3.3,아웃백스테이크하우스,울산 남구 삼산로 231 울산센트럴자이 더테라스가든 3층 301~304호 (우)44707,https://place.map.kakao.com/1777085496
496,연춘참숯석쇠구이,3.9,"육류,고기",울산 남구 왕생로 31 (우)44718,https://place.map.kakao.com/9236306
497,대복횟집,4.0,회,울산 남구 삼산로317번길 12-7 (우)44713,https://place.map.kakao.com/1354105478
498,산내암소마을,4.8,"육류,고기",울산 동구 해수욕장2길 13 (우)44057,https://place.map.kakao.com/477841197
499,뱃고동횟집,3.2,회,울산 울주군 서생면 간절곶해안길 83 (우)45015,https://place.map.kakao.com/9078288
500,대밭골돼지국밥,3.6,국밥,울산 중구 태화강국가정원길 229-2 (우)44456,https://place.map.kakao.com/19300790
501,독도참가자미,2.8,"해물,생선",울산 남구 두왕로322번길 6-3 1층 (우)44740,https://place.map.kakao.com/12435016
502,동부분식,2.8,분식,울산 울주군 언양읍 남문길 35-1 (우)44942,https://place.map.kakao.com/21378743
503,언양닭칼국수,3.9,국수,울산 울주군 언양읍 읍성로 92 1층 (우)44942,https://place.map.kakao.com/1457885861
504,카페서생창고,4.7,카페,울산 울주군 서생면 해맞이로 1380 (우)45013,https://place.map.kakao.com/1000247012
505,언양한농연축산물직판장,4.8,"육류,고기",울산 울주군 삼남읍 상평강변길 7-6 (우)44947,https://place.map.kakao.com/260344767
506,산너머남촌 동구점,4.7,한식,울산 동구 동해안로 596 2층 (우)44013,https://place.map.kakao.com/9809883
507,삼산밀면전문점,2.3,국수,울산 남구 삼산동 1645-1,https://place.map.kakao.com/8388698
508,미풍해장국 강동산하점,4.1,해장국,울산 북구 산하중앙3로 18 1층 (우)44264,https://place.map.kakao.com/1370254725
509,리밤커피,4.2,카페,울산 울주군 범서읍 두동로 38 (우)44926,https://place.map.kakao.com/753639036
510,북경반점,3.9,중국요리,울산 동구 번덕로 31 (우)44069,https://place.map.kakao.com/18661608
511,야마짱 울산점,5.0,"육류,고기",울산 남구 왕생로20번길 17 (우)44721,https://place.map.kakao.com/27347274
512,부조화,4.3,양식,울산 남구 돋질로239번길 29-1 2층 (우)44701,https://place.map.kakao.com/676085501
513,완도참전복,3.8,"굴,전복",울산 남구 남중로94번길 13 (우)44712,https://place.map.kakao.com/10620446
514,마늘보쌈,2.6,"족발,보쌈",울산 북구 명촌8길 19 (우)44254,https://place.map.kakao.com/24149038
515,최고집보쌈 명촌직영점,4.6,"족발,보쌈",울산 북구 명촌3길 13-1 1층 (우)44254,https://place.map.kakao.com/1281807098
516,징기스 달동삼성점,4.5,"육류,고기",울산 남구 삼산로144번길 18-13 (우)44725,https://place.map.kakao.com/1585578833
517,정칼국수,3.3,국수,울산 남구 왕생로62번길 11 (우)44707,https://place.map.kakao.com/14520622
518,황장군 본사직영점,1.9,냉면,울산 남구 왕생로 62 (우)44707,https://place.map.kakao.com/14737708
519,카페우리집,3.9,카페,"울산 북구 신명길 155 1,2층 (우)44232",https://place.map.kakao.com/97530840
520,갈비구락부,3.1,갈비,울산 울주군 삼남읍 남상평2길 34-12 (우)44948,https://place.map.kakao.com/13148286
521,압구정한우국밥,2.1,국밥,울산 남구 달삼로 66 (우)44720,https://place.map.kakao.com/11395683
522,언양향토불고기,4.1,"불고기,두루치기",울산 울주군 삼남읍 울산역로 356 (우)44947,https://place.map.kakao.com/9595201
523,부기타이,4.7,태국음식,울산 중구 중앙3길 17 (우)44533,https://place.map.kakao.com/434306603
524,송림생오리 참숯불구이,4.0,오리,울산 남구 달삼로76번길 6 (우)44720,https://place.map.kakao.com/10546729
525,언양1번가주먹떡갈비,3.2,"육류,고기",울산 울주군 언양읍 언양로 37 (우)44940,https://place.map.kakao.com/7993047
526,가무댕댕,3.1,"돈까스,우동",울산 남구 대학로94번길 11 지하1층 (우)44611,https://place.map.kakao.com/9654712
527,하몬,4.0,카페,울산 동구 등대로 53 (우)44057,https://place.map.kakao.com/1526937156
528,화로양연,4.8,양꼬치,울산 남구 삼산중로 44 1층 (우)44719,https://place.map.kakao.com/1175130389
529,정나루,4.0,한식,울산 울주군 범서읍 구영앞길 74 (우)44925,https://place.map.kakao.com/22483486
530,라메르판지,3.9,카페,"울산 북구 판지1길 30 1, 2층 (우)44233",https://place.map.kakao.com/861091174
531,육장장이 울산점,4.7,"육류,고기",울산 남구 삼산중로84번길 11-5 (우)44705,https://place.map.kakao.com/107715790
532,돋질로,3.1,한정식,울산 남구 문수로327번길 14 (우)44645,https://place.map.kakao.com/14712709
533,행루즈버거,4.3,햄버거,울산 남구 월평로187번길 14 1층 (우)44696,https://place.map.kakao.com/405120477
534,등뼈가 울산달동점,4.6,감자탕,울산 남구 신정로 52 (우)44694,https://place.map.kakao.com/10368922
