,Unnamed: 0,p_name,p_address,p_rating,p_category,p_tag,p_review,p_url
0,0,태화강,울산 남구 신정동 1468,4.4,강,"['#나들이', '#유채꽃']",./kakao_reviews/울산 명소/태화강.csv,https://place.map.kakao.com/8621794
1,1,달빛은하수,울산 남구 신정로203번길 69,3.0,게스트하우스,"['#독채펜션', '#물놀이', '#바베큐장', '#복층펜션', '#어메니티제공', '#온천호텔', '#조식서비스']",./kakao_reviews/울산 숙소/달빛은하수.csv,https://place.map.kakao.com/1941348111
4,4,울산게스트하우스 앤마이홈,울산 중구 옥골샘6길 9-1,5.0,게스트하우스,태그 없음,./kakao_reviews/울산 숙소/울산게스트하우스 앤마이홈.csv,https://place.map.kakao.com/1514064403
8,8,철구소 계곡,울산 울주군 상북면 이천리 829,4.6,계곡,"['#나들이', '#물놀이']",./kakao_reviews/울산 명소/철구소 계곡.csv,https://place.map.kakao.com/25086316
13,13,재약산 주암계곡,울산 울주군 상북면 이천리 산 143-2,0.0,계곡,태그 없음,./kakao_reviews/울산 명소/재약산 주암계곡.csv,https://place.map.kakao.com/25449972
15,15,작천정계곡,울산 울주군 삼남읍 교동리,4.0,계곡,"['#나들이', '#물놀이', '#벚꽃명소']",./kakao_reviews/울산 명소/작천정계곡.csv,https://place.map.kakao.com/8071217
19,19,풍암골,울산 중구 성안동,0.0,계곡,태그 없음,./kakao_reviews/울산 명소/풍암골.csv,https://place.map.kakao.com/25388842
22,22,배내고개,울산 울주군 상북면 양등리,0.0,고개,"['#아이와놀자', '#어린이테마파크']",./kakao_reviews/울산 명소/배내고개.csv,https://place.map.kakao.com/19157392
23,23,치술령,울산 울주군 두동면 월평리 산 155,0.0,고개,태그 없음,./kakao_reviews/울산 명소/치술령.csv,https://place.map.kakao.com/1864300516
28,28,방어진 공원골프연습장,울산 동구 봉수로 235,2.0,골프연습장,태그 없음,./kakao_reviews/울산 공원/방어진 공원골프연습장.csv,https://place.map.kakao.com/10146500
31,31,문화공원 지하주차장,울산 남구 돋질로 211,0.0,공영주차장,태그 없음,./kakao_reviews/울산 공원/문화공원 지하주차장.csv,https://place.map.kakao.com/2048513066
33,33,화봉제1공원 공영주차장,울산 북구 화봉동 445-1,0.0,공영주차장,태그 없음,./kakao_reviews/울산 공원/화봉제1공원 공영주차장.csv,https://place.map.kakao.com/591079972
43,43,산음수변공원,울산 북구 산하동 826-2,0.0,공원,태그 없음,./kakao_reviews/울산 공원/산음수변공원.csv,https://place.map.kakao.com/1830599789
86,86,길촌길 다복다복생활공원,울산 중구 유곡동 산 28-1,0.0,공원,태그 없음,./kakao_reviews/울산 공원/길촌길 다복다복생활공원.csv,https://place.map.kakao.com/1488712598
104,104,비나리공원,울산 울주군 범서읍 천상6길 24-6,0.0,공원,태그 없음,./kakao_reviews/울산 공원/비나리공원.csv,https://place.map.kakao.com/26171883
106,106,한울 유도 스포츠클럽,울산 북구 매곡1로 13,0.0,공원,태그 없음,./kakao_reviews/울산 공원/한울 유도 스포츠클럽.csv,https://place.map.kakao.com/666942874
119,119,번덕공원,울산 동구 일산동 536-3,0.0,공원,태그 없음,./kakao_reviews/울산 공원/번덕공원.csv,https://place.map.kakao.com/18213201
125,125,홈골수변공원,울산 북구 호계동 산 35-1,5.0,공원,태그 없음,./kakao_reviews/울산 공원/홈골수변공원.csv,https://place.map.kakao.com/333822001
146,146,달천철장유적공원,울산 북구 달천동 1-7,0.0,공원,태그 없음,./kakao_reviews/울산 공원/달천철장유적공원.csv,https://place.map.kakao.com/845100184
154,154,자두공원,울산 남구 달동 1260-1,0.0,공원,태그 없음,./kakao_reviews/울산 공원/자두공원.csv,https://place.map.kakao.com/14978507
157,157,범서생활체육공원,울산 울주군 범서읍 천상중앙길 34,4.0,공원,['#나들이'],./kakao_reviews/울산 공원/범서생활체육공원.csv,https://place.map.kakao.com/12007068
159,159,솔개공원,울산 울주군 서생면 해맞이로 1416,0.0,공원,태그 없음,./kakao_reviews/울산 공원/솔개공원.csv,https://place.map.kakao.com/899582506
163,163,동평공원,울산 남구 달동 134-1,0.0,공원,['#걷기좋은'],./kakao_reviews/울산 공원/동평공원.csv,https://place.map.kakao.com/18203946
164,164,문수마로니에공원,울산 남구 무거동 산 47-1,5.0,공원,태그 없음,./kakao_reviews/울산 공원/문수마로니에공원.csv,https://place.map.kakao.com/1637877843
165,165,신선소공원,울산 남구 야음동 940,0.0,공원,"['#안심식당', '#제로페이']",./kakao_reviews/울산 공원/신선소공원.csv,https://place.map.kakao.com/658078463
170,170,불고기팜농어촌테마공원,울산 울주군 상북면 지내리 6,0.0,공원,['#걷기좋은'],./kakao_reviews/울산 공원/불고기팜농어촌테마공원.csv,https://place.map.kakao.com/778938870
181,181,정다운공원,울산 남구 달동 1352-1,5.0,공원,태그 없음,./kakao_reviews/울산 공원/정다운공원.csv,https://place.map.kakao.com/18203615
182,182,다감공원,울산 남구 삼산동 182-2,0.0,공원,"['#산책로', '#야영장', '#오션뷰', '#오토캠핑', '#우중캠핑', '#차박', '#카라반', '#캠핑장']",./kakao_reviews/울산 공원/다감공원.csv,https://place.map.kakao.com/1384136154
185,185,새싹공원,울산 남구 옥동 263-2,0.0,공원,태그 없음,./kakao_reviews/울산 공원/새싹공원.csv,https://place.map.kakao.com/18203882
186,186,무둔실공원,울산 남구 신정동 78-4,0.0,공원,태그 없음,./kakao_reviews/울산 공원/무둔실공원.csv,https://place.map.kakao.com/18203833
187,187,무일공원,울산 남구 무거동 1442-1,0.0,공원,태그 없음,./kakao_reviews/울산 공원/무일공원.csv,https://place.map.kakao.com/2070259487
196,196,마루공원,울산 울주군 범서읍 천상5길 6-7,0.0,공원,태그 없음,./kakao_reviews/울산 공원/마루공원.csv,https://place.map.kakao.com/44399128
199,199,하평공원,울산 울주군 삼남읍 교동리 1678-2,0.0,공원,태그 없음,./kakao_reviews/울산 공원/하평공원.csv,https://place.map.kakao.com/830943825
206,206,화진공원,울산 중구 화진4길 49,0.0,공원,['#억새밭'],./kakao_reviews/울산 공원/화진공원.csv,https://place.map.kakao.com/27419289
213,213,간절곶느린우체통,울산 울주군 서생면 간절곶1길 1,0.0,"관광,명소","['#나들이', '#물놀이']",./kakao_reviews/울산 명소/간절곶느린우체통.csv,https://place.map.kakao.com/1070001448
214,214,영남알프스,울산 울주군 상북면 알프스온천5길 103-8,3.6,"관광,명소","['#단풍명소', '#억새밭', '#일출명소']",./kakao_reviews/울산 명소/영남알프스.csv,https://place.map.kakao.com/14541211
216,216,소망우체통,울산 울주군 서생면 대송리 27-1,4.3,"관광,명소",['#단풍명소'],./kakao_reviews/울산 명소/소망우체통.csv,https://place.map.kakao.com/17360748
217,217,함월루,울산 중구 함월1길 7,5.0,"관광,명소",['#일출명소'],./kakao_reviews/울산 명소/함월루.csv,https://place.map.kakao.com/26984946
218,218,함월루,울산 중구 함월1길 7,5.0,"관광,명소","['#걷기좋은', '#드라이브코스', '#일출명소']",./kakao_reviews/울산 명소/함월루.csv,https://place.map.kakao.com/26984946
220,220,간월재 억새평원,울산 울주군 상북면 등억알프스리 산 181,4.7,"관광,명소",태그 없음,./kakao_reviews/울산 명소/간월재 억새평원.csv,https://place.map.kakao.com/18431057
221,221,울산큰애기집,울산 중구 문화의거리 28,0.0,"관광,명소",태그 없음,./kakao_reviews/울산 명소/울산큰애기집.csv,https://place.map.kakao.com/1349871294
226,226,장생포고래문화마을,울산 남구 매암동 209-8,3.7,"관광,명소","['#모노레일', '#수국명소']",./kakao_reviews/울산 명소/장생포고래문화마을.csv,https://place.map.kakao.com/26435058
229,229,영남알프스,울산 울주군 상북면 알프스온천5길 103-8,3.6,"관광,명소","['#억새밭', '#일출명소']",./kakao_reviews/울산 명소/영남알프스.csv,https://place.map.kakao.com/14541211
231,231,해맞이무릉도원,울산 울주군 서생면 신암리 260,0.0,"관광,명소","['#나들이', '#물놀이']",./kakao_reviews/울산 명소/해맞이무릉도원.csv,https://place.map.kakao.com/26300345
237,237,주전어촌체험마을 안내센터,울산 동구 새싹길 23,0.0,관광안내소,태그 없음,./kakao_reviews/울산 명소/주전어촌체험마을 안내센터.csv,https://place.map.kakao.com/25968239
238,238,울산공항 관광안내소,울산 북구 산업로 1103 1층,0.0,관광안내소,태그 없음,./kakao_reviews/울산 명소/울산공항 관광안내소.csv,https://place.map.kakao.com/26916122
248,248,태화강국가정원,울산 중구 태화동 107,4.5,국가정원,"['#나들이', '#단풍명소', '#맥문동', '#핑크뮬리명소']",./kakao_reviews/울산 명소/태화강국가정원.csv,https://place.map.kakao.com/25039682
250,250,신불산군립공원,울산 울주군 상북면 등억알프스리,5.0,군립공원,"['#나들이', '#드라이브코스']",./kakao_reviews/울산 명소/신불산군립공원.csv,https://place.map.kakao.com/8441650
251,251,라포레소호 캠핑장,울산 울주군 상북면 소호리 872-4 1층,0.0,글램핑장,"['#MT펜션', '#가족펜션', '#단체펜션', '#야유회펜션', '#오션뷰']",./kakao_reviews/울산 숙소/라포레소호 캠핑장.csv,https://place.map.kakao.com/497692727
257,257,태화강체육공원 농구장,울산 중구 성남동 314-2,1.0,농구장,태그 없음,./kakao_reviews/울산 공원/태화강체육공원 농구장.csv,https://place.map.kakao.com/426647551
258,258,솔마루길 신선산코스,울산 남구 선암동 484,0.0,도보여행,['#걷기좋은'],./kakao_reviews/울산 명소/솔마루길 신선산코스.csv,https://place.map.kakao.com/18973436
265,265,태화루공원,울산 중구 태화로 300,3.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/태화루공원.csv,https://place.map.kakao.com/27418936
266,266,태화근린공원,울산 중구 태화동 산 35,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/태화근린공원.csv,https://place.map.kakao.com/27418794
268,268,태화강 둔치공원,울산 중구 오산1길 26,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/태화강 둔치공원.csv,https://place.map.kakao.com/17384758
269,269,후릉공원,울산 동구 방어동 1105-3,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/후릉공원.csv,https://place.map.kakao.com/18203993
275,275,송정박상진호수공원,울산 북구 송정동 1091-1,4.2,도시근린공원,"['#걷기좋은', '#나들이', '#단풍명소', '#데이트코스', '#핑크뮬리명소']",./kakao_reviews/울산 공원/송정박상진호수공원.csv,https://place.map.kakao.com/26031308
277,277,송정박상진호수공원,울산 북구 송정동 1091-1,4.2,도시근린공원,['#나들이'],./kakao_reviews/울산 공원/송정박상진호수공원.csv,https://place.map.kakao.com/26031308
278,278,학성공원,울산 중구 학성공원3길 54,3.0,도시근린공원,"['#나들이', '#단풍명소']",./kakao_reviews/울산 공원/학성공원.csv,https://place.map.kakao.com/8134259
280,280,선암호수공원,울산 남구 선암동 490-1,4.5,도시근린공원,"['#걷기좋은', '#나들이', '#단풍명소']",./kakao_reviews/울산 공원/선암호수공원.csv,https://place.map.kakao.com/8366637
282,282,구영리선사마을공원,울산 울주군 범서읍 구영리,5.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/구영리선사마을공원.csv,https://place.map.kakao.com/12520336
283,283,월봉공원,울산 남구 신정동,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/월봉공원.csv,https://place.map.kakao.com/15145365
288,288,당사해양낚시공원,울산 북구 당사동,5.0,도시근린공원,['#나들이'],./kakao_reviews/울산 공원/당사해양낚시공원.csv,https://place.map.kakao.com/25778942
289,289,울산문화공원,울산 남구 번영로 200,4.0,도시근린공원,['#단풍명소'],./kakao_reviews/울산 공원/울산문화공원.csv,https://place.map.kakao.com/11474918
291,291,울산체육공원,울산 남구 무거동 산 43-2,4.0,도시근린공원,['#단풍명소'],./kakao_reviews/울산 공원/울산체육공원.csv,https://place.map.kakao.com/11474914
292,292,송정공원,울산 울주군 서생면 송정1길 96,4.5,도시근린공원,['#나들이'],./kakao_reviews/울산 공원/송정공원.csv,https://place.map.kakao.com/27408730
294,294,꽃나루공원,울산 동구 방어동 926-2,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/꽃나루공원.csv,https://place.map.kakao.com/10200560
297,297,와와공원,울산 남구 무거동 1225,5.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/와와공원.csv,https://place.map.kakao.com/23183593
298,298,상북면민운동장,울산 울주군 상북면 거리 1122-117,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/상북면민운동장.csv,https://place.map.kakao.com/23773400
301,301,서생체육공원,울산 울주군 서생면 갓재길 30,0.0,도시근린공원,['#단풍명소'],./kakao_reviews/울산 공원/서생체육공원.csv,https://place.map.kakao.com/23909937
304,304,덕신소공원,울산 울주군 온산읍 덕신리 269,3.7,도시근린공원,['#나들이'],./kakao_reviews/울산 공원/덕신소공원.csv,https://place.map.kakao.com/11003583
305,305,방기공원,울산 울주군 삼남읍 방기리 산 88-8,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/방기공원.csv,https://place.map.kakao.com/1990047700
315,315,대암체육공원,울산 울주군 삼동면 대암둔기로 148,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/대암체육공원.csv,https://place.map.kakao.com/2054763613
336,336,도토리공원,울산 남구 삼산동 1495-1,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/도토리공원.csv,https://place.map.kakao.com/18203814
337,337,호계3공원,울산 북구 호계동,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/호계3공원.csv,https://place.map.kakao.com/27049185
343,343,산시공원,울산 동구 전하동 688-4,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/산시공원.csv,https://place.map.kakao.com/103786308
368,368,수암공원,울산 남구 야음동 753-7,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/수암공원.csv,https://place.map.kakao.com/15214852
369,369,원약공원,울산 중구 약사동 349-1,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/원약공원.csv,https://place.map.kakao.com/1137816680
371,371,선암동체육공원,울산 남구 두왕로 94,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/선암동체육공원.csv,https://place.map.kakao.com/8381118
373,373,45소공원,울산 중구 학성동 64,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/45소공원.csv,https://place.map.kakao.com/28190236
376,376,장검공원,울산 울주군 범서읍 굴화리 755-7,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/장검공원.csv,https://place.map.kakao.com/821326807
384,384,방어진체육공원,울산 동구 봉수로 27-90,0.0,도시근린공원,태그 없음,./kakao_reviews/울산 공원/방어진체육공원.csv,https://place.map.kakao.com/17384960
385,385,대왕암공원,울산 동구 일산동 905,4.5,도시근린공원,"['#나들이', '#단풍명소']",./kakao_reviews/울산 공원/대왕암공원.csv,https://place.map.kakao.com/7821300
393,393,왕방요,울산 울주군 삼동면 출강왕방길 122,5.0,"도자기,도예촌","['#단풍명소', '#아이와놀자']",./kakao_reviews/울산 명소/왕방요.csv,https://place.map.kakao.com/9273978
395,395,자수정동굴나라,울산 울주군 상북면 자수정로 212,3.3,동굴,"['#나들이', '#제로페이']",./kakao_reviews/울산 명소/자수정동굴나라.csv,https://place.map.kakao.com/8536905
397,397,태화강동굴피아,울산 남구 신정동 1540-4,2.8,동굴,['#나들이'],./kakao_reviews/울산 명소/태화강동굴피아.csv,https://place.map.kakao.com/862744623
400,400,대왕암공원 바닷가길,울산 동구 일산동 905,0.0,둘레길,태그 없음,./kakao_reviews/울산 명소/대왕암공원 바닷가길.csv,https://place.map.kakao.com/291581693
402,402,선암호수공원길,울산 남구 선암동 480,0.0,드라이브코스,태그 없음,./kakao_reviews/울산 명소/선암호수공원길.csv,https://place.map.kakao.com/691336839
405,405,무룡산등산로,울산 북구 연암동,0.0,등산로,태그 없음,./kakao_reviews/울산 명소/무룡산등산로.csv,https://place.map.kakao.com/1198255528
406,406,아리랑릿지,울산 울주군 삼남읍 방기리,5.0,등산로,태그 없음,./kakao_reviews/울산 명소/아리랑릿지.csv,https://place.map.kakao.com/934627212
425,425,마나보나 울산대점,울산 남구 대학로84번길 5-11 3층,4.0,만화방,['#제로페이'],./kakao_reviews/울산 만화카페/마나보나 울산대점.csv,https://place.map.kakao.com/27235011
427,427,마나보나 성남점,울산 중구 먹자거리 25-2 2층,3.7,만화방,['#제로페이'],./kakao_reviews/울산 만화카페/마나보나 성남점.csv,https://place.map.kakao.com/1979592582
428,428,마나보다 구영점,울산 울주군 범서읍 구영로 94 메인프라자 4층,3.5,만화방,태그 없음,./kakao_reviews/울산 만화카페/마나보다 구영점.csv,https://place.map.kakao.com/1209589235
430,430,커피인더카툰 울산산하점,울산 북구 산하중앙2로 290 아이스퀘어상가 504호,5.0,만화방,태그 없음,./kakao_reviews/울산 만화카페/커피인더카툰 울산산하점.csv,https://place.map.kakao.com/1207940290
432,432,덕신만화,울산 울주군 온산읍 신온8길 18,4.5,만화방,태그 없음,./kakao_reviews/울산 만화카페/덕신만화.csv,https://place.map.kakao.com/737771393
433,433,잼툰만화카페,울산 중구 남외로 92 5층,1.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#실내놀거리', '#제로페이']",./kakao_reviews/울산 보드카페/잼툰만화카페.csv,https://place.map.kakao.com/227817197
434,434,잼툰만화카페,울산 중구 남외로 92 5층,1.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#실내놀거리', '#제로페이']",./kakao_reviews/울산 만화카페/잼툰만화카페.csv,https://place.map.kakao.com/227817197
435,435,스펀지만화카페 울산본점,울산 중구 젊음의거리 30-2 3층,3.0,만화카페,['#만화카페'],./kakao_reviews/울산 만화카페/스펀지만화카페 울산본점.csv,https://place.map.kakao.com/1437500272
436,436,티앤북스 울산삼산점,울산 남구 삼산중로74번길 28 6층,4.7,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#북카페', '#실내놀거리', '#컬쳐카페']",./kakao_reviews/울산 보드카페/티앤북스 울산삼산점.csv,https://place.map.kakao.com/642862245
438,438,오층만화방,울산 동구 해수욕장길 5 5층,5.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임', '#실내놀거리']",./kakao_reviews/울산 만화카페/오층만화방.csv,https://place.map.kakao.com/1965594569
441,441,티앤북스 울산삼산점,울산 남구 삼산중로74번길 28 6층,4.7,만화카페,"['#데이트코스', '#만화카페', '#보드게임카페', '#북카페', '#실내놀거리', '#컬쳐카페']",./kakao_reviews/울산 만화카페/티앤북스 울산삼산점.csv,https://place.map.kakao.com/642862245
443,443,마나보나 북구점,울산 북구 동대중앙로 27 2층,4.0,만화카페,"['#데이트코스', '#만화카페', '#이색카페']",./kakao_reviews/울산 만화카페/마나보나 북구점.csv,https://place.map.kakao.com/1194121738
444,444,놀숲 울산대점,울산 남구 대학로94번길 11 5층,5.0,만화카페,"['#데이트코스', '#만화카페', '#보드게임', '#북카페', '#실내놀거리', '#실내데이트', '#아이와함께', '#제로페이']",./kakao_reviews/울산 만화카페/놀숲 울산대점.csv,https://place.map.kakao.com/644282536
445,445,봉계한우불고기특구,울산 울주군 두동면 계명1길 1,0.0,먹자골목,"['#나들이', '#단풍명소']",./kakao_reviews/울산 명소/봉계한우불고기특구.csv,https://place.map.kakao.com/14541077
446,446,병영막창골목,울산 중구 남외동,4.0,먹자골목,"['#물놀이', '#아이와놀자', '#제로페이']",./kakao_reviews/울산 명소/병영막창골목.csv,https://place.map.kakao.com/1224817552
447,447,울산곰장어골목,울산 중구 젊음의거리 107,5.0,먹자골목,태그 없음,./kakao_reviews/울산 명소/울산곰장어골목.csv,https://place.map.kakao.com/1214687981
449,449,삼호곱창거리,울산 남구 무거동 1182-1,0.0,먹자골목,태그 없음,./kakao_reviews/울산 명소/삼호곱창거리.csv,https://place.map.kakao.com/1254540902
452,452,팔각정,울산 울주군 서생면 진하리,0.0,문화유적,태그 없음,./kakao_reviews/울산 명소/팔각정.csv,https://place.map.kakao.com/8112598
454,454,울산동헌및내아,울산 중구 동헌길 167,4.8,문화유적,['#단풍명소'],./kakao_reviews/울산 명소/울산동헌및내아.csv,https://place.map.kakao.com/27190134
457,457,울산 대곡리반구대암각화,울산 울주군 언양읍 대곡리 991,4.5,문화유적,"['#걷기좋은', '#나들이', '#단풍명소', '#일출명소']",./kakao_reviews/울산 명소/울산 대곡리반구대암각화.csv,https://place.map.kakao.com/11816400
458,458,처용암,울산 남구 황성동 668-1,2.8,문화유적,태그 없음,./kakao_reviews/울산 명소/처용암.csv,https://place.map.kakao.com/8099598
461,461,전천재 경주최씨 사성공파 재당,울산 울주군 두서면 활천2길 105,5.0,문화유적,태그 없음,./kakao_reviews/울산 명소/전천재 경주최씨 사성공파 재당.csv,https://place.map.kakao.com/977460435
467,467,만정헌,울산 울주군 상북면 명촌1길 39,5.0,문화유적,['#물놀이'],./kakao_reviews/울산 명소/만정헌.csv,https://place.map.kakao.com/7863274
468,468,언덕산장,울산 울주군 상북면 배내죽전길 3,1.0,민박,태그 없음,./kakao_reviews/울산 숙소/언덕산장.csv,https://place.map.kakao.com/7992744
470,470,은현당,울산 북구 아름1길 42-13 1층,0.0,민박,태그 없음,./kakao_reviews/울산 숙소/은현당.csv,https://place.map.kakao.com/1751217586
473,473,선바위,울산 울주군 범서읍 구영리 1073-1,3.6,바위,태그 없음,./kakao_reviews/울산 명소/선바위.csv,https://place.map.kakao.com/25039531
475,475,대왕암,울산 동구 일산동 905-7,4.7,바위,['#일출명소'],./kakao_reviews/울산 명소/대왕암.csv,https://place.map.kakao.com/11002879
476,476,노랑바위,울산 북구 어물동,0.0,바위,태그 없음,./kakao_reviews/울산 명소/노랑바위.csv,https://place.map.kakao.com/11021223
479,479,강동화암주상절리,울산 북구 산하동 952-1 일원,3.0,바위,태그 없음,./kakao_reviews/울산 명소/강동화암주상절리.csv,https://place.map.kakao.com/8169485
484,484,홈즈앤루팡,울산 남구 삼산중로74번길 18 3층,3.0,보드카페,"['#데이트코스', '#룸카페', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#이색카페', '#카카오페이', '#제로페이']",./kakao_reviews/울산 방탈출/홈즈앤루팡.csv,https://place.map.kakao.com/888047710
486,486,홈즈앤루팡,울산 남구 삼산중로74번길 18 3층,3.0,보드카페,"['#데이트코스', '#룸카페', '#방탈출카페', '#보드게임카페', '#실내놀거리', '#이색카페', '#카카오페이', '#제로페이']",./kakao_reviews/울산 보드카페/홈즈앤루팡.csv,https://place.map.kakao.com/888047710
487,487,레드버튼 울산삼산점,울산 남구 삼산중로74번길 23 A동 4층 401호,3.0,보드카페,"['#데이트코스', '#보드게임카페', '#실내놀거리', '#예스키즈존']",./kakao_reviews/울산 보드카페/레드버튼 울산삼산점.csv,https://place.map.kakao.com/1703974677
488,488,홈즈앤루팡 성남점,울산 중구 젊음의거리 52 2층,4.5,보드카페,"['#데이트코스', '#보드게임카페', '#실내놀거리', '#카카오페이', '#제로페이']",./kakao_reviews/울산 보드카페/홈즈앤루팡 성남점.csv,https://place.map.kakao.com/139686050
494,494,포춘팩토리,울산 중구 먹자거리 9 2층,5.0,보드카페,"['#데이트코스', '#보드게임카페', '#실내놀거리']",./kakao_reviews/울산 보드카페/포춘팩토리.csv,https://place.map.kakao.com/1271875127
496,496,문수볼링장,울산 남구 웅촌로 1342 문수 체육관 지하1층,1.0,볼링장,['#실내놀거리'],./kakao_reviews/울산 볼링장/문수볼링장.csv,https://place.map.kakao.com/1820115828
497,497,동경볼링센터,"울산 남구 대학로76번길 7-11 2,3층",1.0,볼링장,"['#실내놀거리', '#제로페이']",./kakao_reviews/울산 볼링장/동경볼링센터.csv,https://place.map.kakao.com/10307935
505,505,성광AMF볼링장,울산 남구 월평로187번길 8,0.0,볼링장,"['#실내놀거리', '#제로페이']",./kakao_reviews/울산 볼링장/성광AMF볼링장.csv,https://place.map.kakao.com/580050498
510,510,언양부로산봉수대,울산 울주군 삼남읍 교동리 산 90,0.0,봉수대,태그 없음,./kakao_reviews/울산 명소/언양부로산봉수대.csv,https://place.map.kakao.com/7996301
511,511,패밀리북카페,울산 북구 신답로 40 지팝프라자 3층 314호,5.0,북카페,"['#만화카페', '#보드게임', '#북카페', '#실내놀거리', '#제로페이']",./kakao_reviews/울산 만화카페/패밀리북카페.csv,https://place.map.kakao.com/1329590390
514,514,어물동마애여래좌상,울산 북구 어물동 산 121,0.0,"불상,석불",태그 없음,./kakao_reviews/울산 명소/어물동마애여래좌상.csv,https://place.map.kakao.com/10404392
517,517,동화정사,울산 북구 화산2길 24,0.0,"사당,제단",태그 없음,./kakao_reviews/울산 명소/동화정사.csv,https://place.map.kakao.com/612862325
520,520,돋질산,울산 남구 여천동 산 36-11,4.2,산,태그 없음,./kakao_reviews/울산 명소/돋질산.csv,https://place.map.kakao.com/7834110
523,523,신불산,울산 울주군 상북면 등억알프스리 산 180,4.8,산,['#나들이'],./kakao_reviews/울산 명소/신불산.csv,https://place.map.kakao.com/10524276
524,524,신불산,울산 울주군 상북면 등억알프스리 산 180,4.8,산,"['#100대명산', '#억새밭', '#일출명소']",./kakao_reviews/울산 명소/신불산.csv,https://place.map.kakao.com/10524276
525,525,무룡산,울산 북구 연암동 산 1-1,4.0,산,태그 없음,./kakao_reviews/울산 명소/무룡산.csv,https://place.map.kakao.com/7877625
527,527,문수산,울산 울주군 청량읍 율리 산 339,4.9,산,['#물놀이'],./kakao_reviews/울산 명소/문수산.csv,https://place.map.kakao.com/15166438
529,529,간월산,울산 울주군 상북면 등억알프스리 산 220-3,4.6,산,"['#나들이', '#일출명소']",./kakao_reviews/울산 명소/간월산.csv,https://place.map.kakao.com/8629384
531,531,영축산,울산 울주군 삼남읍 방기리 산 52,4.1,산,태그 없음,./kakao_reviews/울산 명소/영축산.csv,https://place.map.kakao.com/15174199
535,535,함월산,울산 중구 성안동 819-2,5.0,산,"['#곤충파충류체험전', '#나들이', '#생태체험', '#실내식물원']",./kakao_reviews/울산 명소/함월산.csv,https://place.map.kakao.com/25393905
537,537,천황산,울산 울주군 상북면 이천리,4.5,산,태그 없음,./kakao_reviews/울산 명소/천황산.csv,https://place.map.kakao.com/8089427
539,539,오두산,울산 울주군 상북면 양등리 산 142,4.0,산,태그 없음,./kakao_reviews/울산 명소/오두산.csv,https://place.map.kakao.com/25039049
548,548,가지산,울산 울주군 상북면 덕현리 산 232-2,4.6,산,['#억새밭'],./kakao_reviews/울산 명소/가지산.csv,https://place.map.kakao.com/8118295
551,551,황방산,울산 중구 장현동,5.0,산,태그 없음,./kakao_reviews/울산 명소/황방산.csv,https://place.map.kakao.com/26547069
554,554,가지산,울산 울주군 상북면 덕현리 산 232-2,4.6,산,"['#100대명산', '#단풍명소', '#억새밭']",./kakao_reviews/울산 명소/가지산.csv,https://place.map.kakao.com/8118295
556,556,염포산,울산 동구 전하동 산 173,5.0,산,['#물놀이'],./kakao_reviews/울산 명소/염포산.csv,https://place.map.kakao.com/10644948
561,561,은월봉,울산 남구 신정동 산 108,5.0,산봉우리,['#핑크뮬리명소'],./kakao_reviews/울산 명소/은월봉.csv,https://place.map.kakao.com/24022609
562,562,배내봉,울산 울주군 상북면 등억알프스로 607-15,4.0,산봉우리,태그 없음,./kakao_reviews/울산 명소/배내봉.csv,https://place.map.kakao.com/17469653
563,563,울주언양읍성,울산 울주군 언양읍 동부리 291,4.0,"산성,성곽",태그 없음,./kakao_reviews/울산 명소/울주언양읍성.csv,https://place.map.kakao.com/10570989
564,564,서생포왜성,울산 울주군 서생면 서생리 711,3.3,"산성,성곽",태그 없음,./kakao_reviews/울산 명소/서생포왜성.csv,https://place.map.kakao.com/7944431
565,565,남목마성,울산 동구 동부동 산 187-1,0.0,"산성,성곽",태그 없음,./kakao_reviews/울산 명소/남목마성.csv,https://place.map.kakao.com/10194570
